"emp_no","dept_no","first_name","last_name","birth_date","from_date","to_date","title_name"
486956,"d004","Matt","Ruemmler","1965-01-01","1993-10-14","9999-01-01","Engineer"
486958,"d005","Tonny","Kropf","1965-01-06","1986-07-30","9999-01-01","Senior Engineer"
487008,"d007","Zhigen","Raney","1965-01-22","1993-05-26","9999-01-01","Senior Staff"
487505,"d008","Uno","Jayawardene","1965-01-20","1987-11-02","9999-01-01","Senior Staff"
487988,"d003","Ekawit","Schaft","1965-01-05","1990-05-20","9999-01-01","Senior Staff"
488095,"d009","Francoise","Hegner","1965-01-24","1997-12-23","9999-01-01","Senior Staff"
488142,"d007","Denis","Narlikar","1965-01-05","1991-07-01","9999-01-01","Senior Staff"
488482,"d005","Kensyu","Tsunoo","1965-01-30","1999-12-05","9999-01-01","Engineer"
488540,"d002","Breannda","Maquelin","1965-01-22","1996-04-12","9999-01-01","Senior Staff"
488619,"d004","Georgy","Bennis","1965-01-25","1998-04-11","9999-01-01","Engineer"
488693,"d005","Jiong","Zultner","1965-01-27","1993-03-10","9999-01-01","Senior Engineer"
488707,"d007","Mihalis","Remmers","1965-01-16","1990-03-01","9999-01-01","Senior Staff"
488752,"d001","Nimmagadda","Baja","1965-01-23","1994-02-09","9999-01-01","Senior Staff"
488788,"d009","Wuxu","Garigliano","1965-01-12","1990-09-21","9999-01-01","Senior Staff"
488984,"d007","Kendra","Junet","1965-01-18","1992-11-12","9999-01-01","Senior Staff"
489755,"d003","Matk","Chorvat","1965-01-14","1999-12-04","9999-01-01","Senior Staff"
489756,"d002","Kersti","Miculan","1965-01-01","1992-06-09","9999-01-01","Senior Staff"
489928,"d005","Satoru","Janetzko","1965-01-28","1997-07-26","9999-01-01","Assistant Engineer"
490551,"d005","Lalit","Lindqvist","1965-01-01","1998-11-07","9999-01-01","Engineer"
490557,"d004","Luise","Vigier","1965-01-27","1994-07-01","9999-01-01","Senior Engineer"
490568,"d005","Zita","Reistad","1965-01-01","1998-07-23","9999-01-01","Senior Engineer"
490720,"d006","Younwoo","Samarati","1965-01-19","2002-05-18","9999-01-01","Senior Engineer"
491079,"d005","Kwangsub","Keirsey","1965-01-06","1992-02-04","9999-01-01","Senior Engineer"
491162,"d005","Panayotis","Hempstead","1965-01-14","1994-08-29","9999-01-01","Senior Engineer"
491478,"d007","Gill","Varman","1965-01-16","1988-06-18","9999-01-01","Senior Staff"
491596,"d004","Charmane","Pargas","1965-01-21","1992-08-03","9999-01-01","Senior Engineer"
491632,"d009","Gadiel","Perly","1965-01-01","1986-10-20","9999-01-01","Senior Staff"
492000,"d003","Valeska","Cools","1965-01-10","1993-12-16","9999-01-01","Senior Staff"
492052,"d009","Udo","Ratnakar","1965-01-11","1999-11-30","9999-01-01","Staff"
492217,"d005","Heekeun","Verhaegen","1965-01-16","1991-09-28","9999-01-01","Senior Engineer"
492639,"d005","Sanjoy","Porenta","1965-01-30","1997-07-10","9999-01-01","Engineer"
492677,"d004","Goetz","McAffer","1965-01-26","1988-02-05","9999-01-01","Senior Engineer"
493031,"d009","Hironoby","Jakobus","1965-01-23","1991-07-30","9999-01-01","Senior Staff"
493048,"d007","Muzhong","Berztiss","1965-01-31","1995-01-23","9999-01-01","Senior Staff"
493096,"d005","Sachem","Msuda","1965-01-31","1995-04-07","9999-01-01","Engineer"
493744,"d004","Leni","Kropatsch","1965-01-14","1997-07-17","9999-01-01","Senior Engineer"
494019,"d001","Morrie","Iisaku","1965-01-16","1991-05-06","9999-01-01","Senior Staff"
494088,"d004","Phule","Dahlbom","1965-01-10","1989-02-06","9999-01-01","Senior Engineer"
494493,"d001","Masasuke","Koprowski","1965-01-10","1996-11-20","9999-01-01","Staff"
494995,"d007","Yongmao","Pouyioutas","1965-01-04","1989-08-24","9999-01-01","Senior Staff"
496100,"d009","Pranjal","Reinhard","1965-01-07","1995-05-08","9999-01-01","Staff"
496970,"d004","Giordano","Maquelin","1965-01-03","1999-12-31","9999-01-01","Senior Engineer"
496978,"d001","Danco","Debuse","1965-01-30","1993-09-10","9999-01-01","Senior Staff"
497007,"d009","Oldrich","Adachi","1965-01-23","1998-08-09","9999-01-01","Senior Engineer"
497174,"d005","Sanjiv","Bressoud","1965-01-02","1993-04-27","9999-01-01","Senior Engineer"
497340,"d001","Fayez","Keohane","1965-01-06","1990-09-19","9999-01-01","Senior Staff"
497391,"d006","Paris","Lieblein","1965-01-30","1999-05-19","9999-01-01","Engineer"
497835,"d004","Shuho","Laurillard","1965-01-29","1999-10-06","9999-01-01","Technique Leader"
498185,"d005","Caolyn","Marciano","1965-01-19","1999-06-06","9999-01-01","Senior Engineer"
498337,"d007","Naraig","Docker","1965-01-30","1997-05-17","9999-01-01","Staff"
498456,"d009","Geraldo","Gerteisen","1965-01-17","1987-06-05","9999-01-01","Senior Staff"
498635,"d007","Florian","Pezzoli","1965-01-09","1988-07-22","9999-01-01","Senior Staff"
498838,"d008","Sanjay","Ciolek","1965-01-16","1989-12-13","9999-01-01","Senior Staff"
498845,"d005","Arumugam","Pelc","1965-01-09","1999-11-13","9999-01-01","Senior Engineer"
498955,"d004","Nechama","Kandlur","1965-01-13","1995-01-16","9999-01-01","Senior Engineer"
499194,"d009","Padma","Delgrange","1965-01-29","1999-08-27","9999-01-01","Senior Staff"
499260,"d004","Danae","Honglei","1965-01-11","1998-09-14","9999-01-01","Engineer"
499495,"d005","Baoqiu","Kakkar","1965-01-14","1999-08-30","9999-01-01","Engineer"
